AGI code	Annotation
AT3G47770	" ATATH5; ATPase, coupled to transmembrane movement of substances [Arabidopsis thaliana] "
AT3G47780	" ATATH6; ATPase, coupled to transmembrane movement of substances [Arabidopsis thaliana] "
AT3G47810	 hydrolase/ protein serine/threonine phosphatase [Arabidopsis thaliana] 
AT3G47920	 unknown protein [Arabidopsis thaliana] 
AT3G47990	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT3G48030	 ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT3G48070	 unknown protein [Arabidopsis thaliana] 
AT3G48100	 ARR5 (ARABIDOPSIS RESPONSE REGULATOR 5); transcription regulator/ two-component response regulator [Arabidopsis thaliana] 
AT3G48360	 protein binding / transcription regulator [Arabidopsis thaliana] 
AT3G48400	 unknown protein [Arabidopsis thaliana] 
AT3G48430	 REF6 (RELATIVE OF EARLY FLOWERING 6); nucleic acid binding / transcription factor/ zinc ion binding [Arabidopsis thaliana] 
AT3G48440	 nucleic acid binding [Arabidopsis thaliana] 
AT3G48540	 hydrolase/ zinc ion binding [Arabidopsis thaliana] 
AT3G48670	 unknown protein [Arabidopsis thaliana] 
AT3G48760	 metal ion binding [Arabidopsis thaliana] 
AT3G48970	 copper ion binding / metal ion binding [Arabidopsis thaliana] 
AT3G49600	 UBP26; cysteine-type endopeptidase/ ubiquitin thiolesterase/ ubiquitin-specific protease [Arabidopsis thaliana] 
AT3G49930	 nucleic acid binding / transcription factor/ zinc ion binding [Arabidopsis thaliana] 
AT3G50010	 unknown protein [Arabidopsis thaliana] 
AT3G50410	 OBP1; DNA binding / transcription factor [Arabidopsis thaliana] 
AT3G50700	 nucleic acid binding / transcription factor/ zinc ion binding [Arabidopsis thaliana] 
AT3G50870	 MNP (MONOPOLE); transcription factor [Arabidopsis thaliana] 
AT3G50890	 DNA binding / transcription factor [Arabidopsis thaliana] 
AT3G51080	 transcription factor [Arabidopsis thaliana] 
AT3G51325	 nucleic acid binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT3G51390	 metal ion binding [Arabidopsis thaliana] 
AT3G51480	 ATGLR3.6 [Arabidopsis thaliana] 
AT3G51640	 unknown protein [Arabidopsis thaliana] 
AT3G51650	 unknown protein [Arabidopsis thaliana] 
AT3G51800	 ATG2; metalloexopeptidase/ methionyl aminopeptidase [Arabidopsis thaliana] 
AT3G51950	 RNA binding / nucleic acid binding [Arabidopsis thaliana] 
AT3G52050	 5'-3' exonuclease/ DNA binding / catalytic/ nuclease [Arabidopsis thaliana] 
AT3G52100	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT3G52440	 DNA binding / transcription factor [Arabidopsis thaliana] 
AT3G52590	 UBQ1 (UBIQUITIN EXTENSION PROTEIN 1); protein binding [Arabidopsis thaliana] 
AT3G52640	 unknown protein [Arabidopsis thaliana] 
AT3G52720	 carbonate dehydratase/ zinc ion binding [Arabidopsis thaliana] 
AT3G52780	 hydrolase/ protein serine/threonine phosphatase [Arabidopsis thaliana] 
AT3G52800	 DNA binding / zinc ion binding [Arabidopsis thaliana] 
AT3G52810	 hydrolase/ protein serine/threonine phosphatase [Arabidopsis thaliana] 
AT3G52820	 hydrolase/ protein serine/threonine phosphatase [Arabidopsis thaliana] 
AT3G53410	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT3G53500	 RSZ32; nucleic acid binding [Arabidopsis thaliana] 
AT3G53600	 nucleic acid binding / transcription factor/ zinc ion binding [Arabidopsis thaliana] 
AT3G53680	 DNA binding / protein binding / zinc ion binding [Arabidopsis thaliana] 
AT3G53690	 ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT3G53710	 DNA binding [Arabidopsis thaliana] 
AT3G53820	 nucleic acid binding / transcription factor/ zinc ion binding [Arabidopsis thaliana] 
AT3G54050	 fructose-bisphosphatase/ phosphoric ester hydrolase [Arabidopsis thaliana] 
AT3G54230	 nucleic acid binding [Arabidopsis thaliana] 
AT3G54360	 ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT3G54460	 ATP binding / ATP-dependent helicase/ DNA binding / helicase/ nucleic acid binding [Arabidopsis thaliana] 
AT3G54720	 AMP1 (ALTERED MERISTEM PROGRAM 1); dipeptidase [Arabidopsis thaliana] 
AT3G54780	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT3G54810	 transcription factor [Arabidopsis thaliana] 
AT3G54826	 unknown protein [Arabidopsis thaliana] 
AT3G55340	 RNA binding / nucleic acid binding [Arabidopsis thaliana] 
AT3G55370	 OBP3 (OBF-BINDING PROTEIN 3); DNA binding [Arabidopsis thaliana] 
AT3G55530	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT3G55770	 zinc ion binding [Arabidopsis thaliana] 
AT3G55800	 SBPASE; phosphoric ester hydrolase [Arabidopsis thaliana] 
AT3G55890	 unknown protein [Arabidopsis thaliana] 
AT3G55980	 transcription factor [Arabidopsis thaliana] 
AT3G56290	 unknown protein [Arabidopsis thaliana] 
AT3G56300	 ATP binding / cysteine-tRNA ligase [Arabidopsis thaliana] 
AT3G56460	 oxidoreductase/ zinc ion binding [Arabidopsis thaliana] 
AT3G56580	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT3G56590	 unknown protein [Arabidopsis thaliana] 
AT3G56920	 metal ion binding [Arabidopsis thaliana] 
AT3G56930	 metal ion binding [Arabidopsis thaliana] 
AT3G57370	 RNA polymerase II transcription factor/ transcription factor/ zinc ion binding [Arabidopsis thaliana] 
AT3G57480	 nucleic acid binding / zinc ion binding [Arabidopsis thaliana] 
AT3G57660	 NRPA1; DNA binding / DNA-directed RNA polymerase [Arabidopsis thaliana] 
AT3G57670	 nucleic acid binding / transcription factor/ zinc ion binding [Arabidopsis thaliana] 
AT3G57920	 DNA binding / transcription factor [Arabidopsis thaliana] 
AT3G58030	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT3G58040	 ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT3G58060	 cation transporter/ efflux permease [Arabidopsis thaliana] 
AT3G58070	 nucleic acid binding / transcription factor/ zinc ion binding [Arabidopsis thaliana] 
AT3G58130	 unknown protein [Arabidopsis thaliana] 
AT3G58500	 PP2A-3 (PROTEIN PHOSPHATASE 2A-3); protein phosphatase type 2A [Arabidopsis thaliana] 
AT3G58710	 WRKY69; transcription factor [Arabidopsis thaliana] 
AT3G58720	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT3G58810	 MTPA2; efflux permease/ zinc ion transporter [Arabidopsis thaliana] 
AT3G59120	 unknown protein [Arabidopsis thaliana] 
AT3G59990	 MAP2B (METHIONINE AMINOPEPTIDASE 2B); methionyl aminopeptidase [Arabidopsis thaliana] 
AT3G60030	 transcription factor [Arabidopsis thaliana] 
AT3G60080	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT3G60220	 ATL4; protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT3G60245	 structural constituent of ribosome [Arabidopsis thaliana] 
AT3G60250	 CKB3; protein kinase CK2 regulator [Arabidopsis thaliana] 
AT3G60520	 unknown protein [Arabidopsis thaliana] 
AT3G60530	 transcription factor [Arabidopsis thaliana] 
AT3G60580	 nucleic acid binding / transcription factor/ zinc ion binding [Arabidopsis thaliana] 
AT3G60800	 metal ion binding [Arabidopsis thaliana] 
AT3G60966	 ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT3G61110	 ARS27A (ARABIDOPSIS RIBOSOMAL PROTEIN S27); structural constituent of ribosome [Arabidopsis thaliana] 
AT3G61180	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT3G61230	 zinc ion binding [Arabidopsis thaliana] 
AT3G61460	 BRH1 (BRASSINOSTEROID-RESPONSIVE RING-H2); protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT3G61550	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT3G61790	 ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT3G61850	 DAG1 (DOF AFFECTING GERMINATION 1); DNA binding / transcription factor [Arabidopsis thaliana] 
AT3G61940	 MTPA1; efflux permease/ zinc ion transporter [Arabidopsis thaliana] 
AT3G62120	 ATP binding / proline-tRNA ligase/ tRNA ligase [Arabidopsis thaliana] 
AT3G62240	 nucleic acid binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT3G62250	 protein binding / structural constituent of ribosome [Arabidopsis thaliana] 
AT3G62330	 nucleic acid binding [Arabidopsis thaliana] 
AT3G62340	 WRKY68; transcription factor [Arabidopsis thaliana] 
AT3G62410	 CP12-2 [Arabidopsis thaliana] 
AT3G62600	 heat shock protein binding / unfolded protein binding [Arabidopsis thaliana] 
AT3G62690	 ATL5; protein binding / zinc ion binding [Arabidopsis thaliana] 
AT3G62970	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT3G63030	 MBD4; DNA binding [Arabidopsis thaliana] 
AT3G63250	 ATHMT-2/HMT-2; homocysteine S-methyltransferase [Arabidopsis thaliana] 
AT3G63500	 unknown protein [Arabidopsis thaliana] 
AT3G63530	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT4G00305	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT4G00335	 RHB1A; protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT4G00416	 MBD3; DNA binding [Arabidopsis thaliana] 
AT4G00840	 metal ion binding [Arabidopsis thaliana] 
AT4G00940	 DNA binding [Arabidopsis thaliana] 
AT4G00980	 nucleic acid binding [Arabidopsis thaliana] 
AT4G01020	 ATP binding / ATP-dependent helicase/ helicase/ nucleic acid binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT4G01023	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT4G01250	 WRKY22; transcription factor [Arabidopsis thaliana] 
AT4G01270	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT4G01320	 ATSTE24 [Arabidopsis thaliana] 
AT4G01510	 ARV2 [Arabidopsis thaliana] 
AT4G01720	 WRKY47; transcription factor [Arabidopsis thaliana] 
AT4G01730	 metal ion binding [Arabidopsis thaliana] 
AT4G01740	 unknown protein [Arabidopsis thaliana] 
AT4G01760	 unknown protein [Arabidopsis thaliana] 
AT4G01810	 protein binding [Arabidopsis thaliana] 
AT4G01880	 unknown protein [Arabidopsis thaliana] 
AT4G01910	 unknown protein [Arabidopsis thaliana] 
AT4G01920	 unknown protein [Arabidopsis thaliana] 
AT4G01925	 unknown protein [Arabidopsis thaliana] 
AT4G01930	 unknown protein [Arabidopsis thaliana] 
AT4G02000	 unknown protein [Arabidopsis thaliana] 
AT4G02075	 PIT1 (PITCHOUN 1); protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT4G02180	 protein binding / zinc ion binding [Arabidopsis thaliana] 
AT4G02190	 unknown protein [Arabidopsis thaliana] 
AT4G02220	 unknown protein [Arabidopsis thaliana] 
AT4G02540	 unknown protein [Arabidopsis thaliana] 
AT4G02670	 nucleic acid binding / transcription factor/ zinc ion binding [Arabidopsis thaliana] 
AT4G02980	 ABP1 (ENDOPLASMIC RETICULUM AUXIN BINDING PROTEIN 1) [Arabidopsis thaliana] 
AT4G03080	 hydrolase/ protein serine/threonine phosphatase [Arabidopsis thaliana] 
AT4G03120	 nucleic acid binding / rhodopsin-like receptor/ zinc ion binding [Arabidopsis thaliana] 
AT4G03510	 RMA1; protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT4G03610	 unknown protein [Arabidopsis thaliana] 
AT4G03965	 ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT4G04350	 EMB2369; ATP binding / leucine-tRNA ligase/ tRNA ligase [Arabidopsis thaliana] 
AT4G04404	 nucleic acid binding / zinc ion binding [Arabidopsis thaliana] 
AT4G04450	 WRKY42; transcription factor [Arabidopsis thaliana] 
AT4G04780	 unknown protein [Arabidopsis thaliana] 
AT4G04800	 unknown protein [Arabidopsis thaliana] 
AT4G04810	 unknown protein [Arabidopsis thaliana] 
AT4G04830	 unknown protein [Arabidopsis thaliana] 
AT4G04840	 unknown protein [Arabidopsis thaliana] 
AT4G04880	 deaminase [Arabidopsis thaliana] 
AT4G04885	 unknown protein [Arabidopsis thaliana] 
AT4G04955	 ATALN; allantoinase/ hydrolase [Arabidopsis thaliana] 
AT4G05330	 unknown protein [Arabidopsis thaliana] 
AT4G05350	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT4G05360	 nucleic acid binding [Arabidopsis thaliana] 
AT4G06479	 unknown protein [Arabidopsis thaliana] 
AT4G06526	 nucleic acid binding [Arabidopsis thaliana] 
AT4G06634	 nucleic acid binding / zinc ion binding [Arabidopsis thaliana] 
AT4G07950	 DNA binding / DNA-directed RNA polymerase/ transcription factor [Arabidopsis thaliana] 
AT4G08460	 unknown protein [Arabidopsis thaliana] 
AT4G08540	 unknown protein [Arabidopsis thaliana] 
AT4G08570	 metal ion binding [Arabidopsis thaliana] 
AT4G08590	 ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT4G08867	 nucleic acid binding [Arabidopsis thaliana] 
AT4G09100	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT4G09110	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT4G09120	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT4G09130	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT4G10150	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT4G10160	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT4G10320	 ATP binding / isoleucine-tRNA ligase/ tRNA ligase [Arabidopsis thaliana] 
AT4G10370	 protein binding / zinc ion binding [Arabidopsis thaliana] 
AT4G10560	 unknown protein [Arabidopsis thaliana] 
AT4G10600	 DNA binding / protein binding / zinc ion binding [Arabidopsis thaliana] 
AT4G10680	 RNA polymerase II transcription factor/ transcription factor/ zinc ion binding [Arabidopsis thaliana] 
AT4G10710	 unknown protein [Arabidopsis thaliana] 
AT4G10940	 DNA binding / protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT4G11240	 TOPP7; protein phosphatase type 1 [Arabidopsis thaliana] 
AT4G11360	 RHA1B; protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT4G11370	 RHA1A; protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT4G11390	 unknown protein [Arabidopsis thaliana] 
AT4G11540	 unknown protein [Arabidopsis thaliana] 
AT4G11550	 unknown protein [Arabidopsis thaliana] 
AT4G11680	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT4G11960	 unknown protein [Arabidopsis thaliana] 
AT4G12020	 WRKY19; transcription factor [Arabidopsis thaliana] 
AT4G12040	 DNA binding / zinc ion binding [Arabidopsis thaliana] 
AT4G12140	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT4G12150	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT4G12190	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT4G12210	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT4G12240	 nucleic acid binding / transcription factor/ zinc ion binding [Arabidopsis thaliana] 
AT4G12620	 ATP binding / DNA binding / nucleoside-triphosphatase/ nucleotide binding / protein binding / zinc ion binding [Arabidopsis thaliana] 
AT4G13010	 oxidoreductase/ zinc ion binding [Arabidopsis thaliana] 
AT4G13100	 calmodulin binding / protein binding / zinc ion binding [Arabidopsis thaliana] 
AT4G13130	 protein binding / zinc ion binding [Arabidopsis thaliana] 
AT4G13350	 unknown protein [Arabidopsis thaliana] 
AT4G13460	 SUVH9 (SU(VAR)3-9 HOMOLOG 9); histone-lysine N-methyltransferase/ zinc ion binding [Arabidopsis thaliana] 
AT4G13490	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT4G13780	 ATP binding / methionine-tRNA ligase/ tRNA binding / tRNA ligase [Arabidopsis thaliana] 
AT4G13870	 WRNEXO; 3'-5' exonuclease/ nucleic acid binding [Arabidopsis thaliana] 
AT4G13970	 unknown protein [Arabidopsis thaliana] 
AT4G14160	 protein binding / transporter [Arabidopsis thaliana] 
AT4G14220	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT4G14225	 DNA binding / zinc ion binding [Arabidopsis thaliana] 
AT4G14365	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT4G14370	 ATP binding / nucleoside-triphosphatase/ nucleotide binding / transmembrane receptor/ zinc ion binding [Arabidopsis thaliana] 
AT4G14700	 ORC1 (origin recognition complex 1); ATP binding / DNA binding / nucleoside-triphosphatase/ nucleotide binding / protein binding / zinc ion binding [Arabidopsis thaliana] 
AT4G14785	 SCRL23 [Arabidopsis thaliana] 
AT4G14920	 DNA binding / protein binding / zinc ion binding [Arabidopsis thaliana] 
AT4G14980	 unknown protein [Arabidopsis thaliana] 
AT4G15070	 unknown protein [Arabidopsis thaliana] 
AT4G15080	 metal ion binding [Arabidopsis thaliana] 
AT4G15090	 FAR1 (FAR-RED IMPAIRED RESPONSE 1) [Arabidopsis thaliana] 
AT4G15420	 nucleic acid binding / zinc ion binding [Arabidopsis thaliana] 
AT4G15730	 unknown protein [Arabidopsis thaliana] 
AT4G15750	 enzyme inhibitor/ pectinesterase/ pectinesterase inhibitor [Arabidopsis thaliana] 
AT4G16015	 unknown protein [Arabidopsis thaliana] 
AT4G16265	 DNA binding / DNA-directed RNA polymerase/ transcription factor [Arabidopsis thaliana] 
AT4G16420	 ADA2B; DNA binding / transcription factor [Arabidopsis thaliana] 
AT4G16566	 nucleotide binding [Arabidopsis thaliana] 
AT4G16610	 nucleic acid binding / transcription factor/ zinc ion binding [Arabidopsis thaliana] 
AT4G16640	 metalloendopeptidase/ metallopeptidase/ zinc ion binding [Arabidopsis thaliana] 
AT4G16845	 VRN2 (REDUCED VERNALIZATION RESPONSE 2); transcription factor [Arabidopsis thaliana] 
AT4G17245	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT4G17570	 transcription factor [Arabidopsis thaliana] 
AT4G17640	 CKB2; protein kinase CK2 regulator [Arabidopsis thaliana] 
AT4G17680	 unknown protein [Arabidopsis thaliana] 
AT4G17810	 nucleic acid binding / transcription factor/ zinc ion binding [Arabidopsis thaliana] 
AT4G17830	 metallopeptidase [Arabidopsis thaliana] 
AT4G17850	 unknown protein [Arabidopsis thaliana] 
AT4G17890	 UBP20 (UBIQUITIN-SPECIFIC PROTEASE 20); DNA binding [Arabidopsis thaliana] 
AT4G17895	 cysteine-type endopeptidase/ ubiquitin thiolesterase/ ubiquitin-specific protease [Arabidopsis thaliana] 
AT4G17920	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT4G18110	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT4G18170	 WRKY28; transcription factor [Arabidopsis thaliana] 
AT4G18780	" CESA8 (CELLULASE SYNTHASE 8); cellulose synthase/ transferase, transferring glycosyl groups [Arabidopsis thaliana] "
AT4G18790	 NRAMP5; metal ion transporter [Arabidopsis thaliana] 
AT4G18820	 nucleoside-triphosphatase/ nucleotide binding [Arabidopsis thaliana] 
AT4G19570	 heat shock protein binding / unfolded protein binding [Arabidopsis thaliana] 
AT4G19670	 ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT4G19680	 IRT2; iron ion transporter/ zinc ion transporter [Arabidopsis thaliana] 
AT4G19690	 IRT1; cadmium ion transporter/ iron ion transporter/ manganese ion transporter/ zinc ion transporter [Arabidopsis thaliana] 
AT4G19700	 unknown protein [Arabidopsis thaliana] 
AT4G19990	 unknown protein [Arabidopsis thaliana] 
AT4G20070	 metallopeptidase [Arabidopsis thaliana] 
AT4G20310	 metalloendopeptidase [Arabidopsis thaliana] 
AT4G20380	 LSD1 (LESION SIMULATING DISEASE) [Arabidopsis thaliana] 
AT4G20400	 transcription factor [Arabidopsis thaliana] 
AT4G20960	 5-amino-6-(5-phosphoribosylamino)uracil reductase/ diaminohydroxyphosphoribosylaminopyrimidine deaminase/ hydrolase/ zinc ion binding [Arabidopsis thaliana] 
AT4G20990	 carbonate dehydratase/ zinc ion binding [Arabidopsis thaliana] 
AT4G21000	 carbonate dehydratase/ zinc ion binding [Arabidopsis thaliana] 
AT4G21030	 DNA binding / transcription factor [Arabidopsis thaliana] 
AT4G21040	 DNA binding / transcription factor [Arabidopsis thaliana] 
AT4G21050	 DNA binding / transcription factor [Arabidopsis thaliana] 
AT4G21070	 ATBRCA1; ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT4G21080	 DNA binding / transcription factor [Arabidopsis thaliana] 
AT4G21160	 ZAC; ARF GTPase activator [Arabidopsis thaliana] 
AT4G21580	 oxidoreductase/ zinc ion binding [Arabidopsis thaliana] 
AT4G21585	 endonuclease/ nucleic acid binding [Arabidopsis thaliana] 
AT4G21590	 endonuclease/ nucleic acid binding [Arabidopsis thaliana] 
AT4G21600	 endonuclease/ nucleic acid binding [Arabidopsis thaliana] 
AT4G21610	 LOL2 (LSD ONE LIKE 2); transcription factor [Arabidopsis thaliana] 
AT4G21710	 NRPB2; DNA binding [Arabidopsis thaliana] 
AT4G21830	 unknown protein [Arabidopsis thaliana] 
AT4G21840	 unknown protein [Arabidopsis thaliana] 
AT4G21850	 unknown protein [Arabidopsis thaliana] 
AT4G21860	 unknown protein [Arabidopsis thaliana] 
AT4G22070	 WRKY31; transcription factor [Arabidopsis thaliana] 
AT4G22110	 oxidoreductase/ zinc ion binding [Arabidopsis thaliana] 
AT4G22140	 DNA binding / protein binding / zinc ion binding [Arabidopsis thaliana] 
AT4G22250	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT4G22350	 cysteine-type endopeptidase/ ubiquitin thiolesterase [Arabidopsis thaliana] 
AT4G22410	 cysteine-type endopeptidase/ ubiquitin thiolesterase [Arabidopsis thaliana] 
AT4G22745	 MBD1; DNA binding [Arabidopsis thaliana] 
AT4G22750	 metal ion binding [Arabidopsis thaliana] 
AT4G22820	 DNA binding / zinc ion binding [Arabidopsis thaliana] 
AT4G22890	 unknown protein [Arabidopsis thaliana] 
AT4G22930	" PYR4; dihydroorotase/ hydrolase/ hydrolase, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides [Arabidopsis thaliana] "
AT4G23450	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT4G23550	 WRKY29; transcription factor [Arabidopsis thaliana] 
AT4G23860	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT4G24015	 ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT4G24060	 DNA binding / transcription factor [Arabidopsis thaliana] 
AT4G24240	 WRKY7; transcription factor [Arabidopsis thaliana] 
AT4G24470	 ZIM; transcription factor [Arabidopsis thaliana] 
AT4G24560	 UBP16 (UBIQUITIN-SPECIFIC PROTEASE 16); cysteine-type endopeptidase/ ubiquitin thiolesterase/ ubiquitin-specific protease [Arabidopsis thaliana] 
AT4G24660	 transcription factor [Arabidopsis thaliana] 
AT4G24690	 zinc ion binding [Arabidopsis thaliana] 
AT4G24730	 hydrolase/ protein serine/threonine phosphatase [Arabidopsis thaliana] 
AT4G24890	 hydrolase/ protein serine/threonine phosphatase [Arabidopsis thaliana] 
AT4G25110	 caspase [Arabidopsis thaliana] 
AT4G25230	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT4G25380	 DNA binding / zinc ion binding [Arabidopsis thaliana] 
AT4G25440	 ZFWD1; nucleic acid binding [Arabidopsis thaliana] 
AT4G25610	 nucleic acid binding / zinc ion binding [Arabidopsis thaliana] 
AT4G26030	 transcription factor [Arabidopsis thaliana] 
AT4G26150	 transcription factor [Arabidopsis thaliana] 
AT4G26380	 protein binding / zinc ion binding [Arabidopsis thaliana] 
AT4G26400	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT4G26440	 WRKY34; transcription factor [Arabidopsis thaliana] 
AT4G26640	 WRKY20; transcription factor [Arabidopsis thaliana] 
AT4G26720	 PPX1; protein serine/threonine phosphatase [Arabidopsis thaliana] 
AT4G26880	 unknown protein [Arabidopsis thaliana] 
AT4G27240	 nucleic acid binding / transcription factor/ zinc ion binding [Arabidopsis thaliana] 
AT4G27390	 unknown protein [Arabidopsis thaliana] 
AT4G27470	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT4G27740	 unknown protein [Arabidopsis thaliana] 
AT4G27745	 unknown protein [Arabidopsis thaliana] 
AT4G27880	 ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT4G27910	 protein binding / zinc ion binding [Arabidopsis thaliana] 
AT4G28270	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT4G28820	 unknown protein [Arabidopsis thaliana] 
AT4G28990	 unknown protein [Arabidopsis thaliana] 
AT4G29190	 transcription factor [Arabidopsis thaliana] 
AT4G29580	 cytidine deaminase/ hydrolase/ zinc ion binding [Arabidopsis thaliana] 
AT4G29610	 cytidine deaminase/ hydrolase/ zinc ion binding [Arabidopsis thaliana] 
AT4G29640	 cytidine deaminase/ hydrolase/ zinc ion binding [Arabidopsis thaliana] 
AT4G29680	 hydrolase [Arabidopsis thaliana] 
AT4G29690	 hydrolase [Arabidopsis thaliana] 
AT4G29700	 hydrolase [Arabidopsis thaliana] 
AT4G29940	 PRHA (PATHOGENESIS RELATED HOMEODOMAIN PROTEIN A); transcription factor [Arabidopsis thaliana] 
AT4G30200	 unknown protein [Arabidopsis thaliana] 
AT4G30370	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT4G30400	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT4G30910	 aminopeptidase [Arabidopsis thaliana] 
AT4G30920	 aminopeptidase [Arabidopsis thaliana] 
AT4G30935	 transcription factor [Arabidopsis thaliana] 
AT4G30940	 protein binding / voltage-gated potassium channel [Arabidopsis thaliana] 
AT4G31240	 electron transporter [Arabidopsis thaliana] 
AT4G31410	 unknown protein [Arabidopsis thaliana] 
AT4G31420	 unknown protein [Arabidopsis thaliana] 
AT4G31450	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT4G31550	 WRKY11; transcription factor [Arabidopsis thaliana] 
AT4G31580	 SRZ-22 [Arabidopsis thaliana] 
AT4G31670	 cysteine-type endopeptidase/ ubiquitin thiolesterase [Arabidopsis thaliana] 
AT4G31710	 ATGLR2.4 [Arabidopsis thaliana] 
