"","gene","WFe_pH 5.5","LFe_pH 5.5","LFe_pH 7.5","WFe_pH 7.5","cluster","membership"
"229","AT2G27430",0.623327218238637,0.463621025061321,-1.49368212054221,0.406733877242249,1,0.247523739115459
"230","AT2G28100",1.31351692850718,0.0138861494106558,-1.10725592556035,-0.22014715235748,1,0.510920342154778
"231","AT2G28270",0.997426935723855,0.592578283388837,-1.23655225996141,-0.353452959151286,1,0.453490898046024
"232","AT2G28630",1.48386336046765,-0.288770027259262,-0.615398295083856,-0.579695038124536,1,0.2668555684588
"233","AT2G28671",1.12372222396267,0.268413106090706,-1.28606019856407,-0.106075131489311,1,0.713104596705869
"234","AT2G28850",1.1301425576211,0.463231907699563,-1.14221068032684,-0.451163784993829,1,0.502035588811666
"235","AT2G28860",1.43180675880222,-0.0628520749808145,-0.751412231694026,-0.617542452127378,1,0.322126443859035
"236","AT2G29710",1.37047982042415,-0.0506004481404132,-1.01220654362929,-0.307672828654445,1,0.424995501702027
"237","AT2G30020",0.977738093013387,0.718519962413928,-1.05921146395861,-0.637046591468709,1,0.323425708745805
"238","AT2G30040",1.24878675043101,0.23373640389721,-1.1200501025193,-0.362473051808911,1,0.587642494524783
"239","AT2G30520",0.869960014221853,0.177278051164319,-1.43559169769835,0.388353632312178,1,0.300268884275376
"240","AT2G30930",0.90106770237357,0.266301095463886,-1.43096999634492,0.263601198507463,1,0.367946164770648
"241","AT2G31190",1.28597373142033,-0.120795262164517,-1.15392960346545,-0.0112488657903655,1,0.384909634705414
"242","AT2G31310",0.985525290143385,0.183274611821541,-1.39437023245359,0.22557033048867,1,0.407286853885869
"243","AT2G31480",1.10492777022103,0.442728843616853,-1.21286435125129,-0.334792262586599,1,0.576144752818784
"244","AT2G32340",1.26378177903259,-0.106918949627431,-1.17937157402218,0.0225087446170163,1,0.389606935737851
"245","AT2G32450",1.27964514739175,0.130845663001736,-1.12396102833979,-0.286529782053692,1,0.586362427526005
"246","AT2G32510",0.876275711749217,0.806863870348136,-1.12847756831674,-0.554662013780612,1,0.292793951315623
"247","AT2G33250",1.15982450524226,0.177603566969373,-1.27241394743156,-0.0650141247800721,1,0.677470660369576
"248","AT2G33450",1.40082885531295,0.0271974313405278,-0.807043461407529,-0.620982825245948,1,0.348262574747381
"249","AT2G33810",1.15604877971808,0.379669787147398,-1.18028279957368,-0.355435767291798,1,0.597834891630502
"250","AT2G34500",1.3309312940121,-0.167260995104458,-1.09348999788978,-0.0701803010178543,1,0.353666730756255
